Task ID,Type,Name,Status,Project,Context,Start Date,Due Date,Completion Date,Duration,Flagged,Notes,Tags
13.6.2.6,Action,Learning session,,Spanish,,,2019-07-15 06:00:00 +0000,2019-07-15 05:13:13 +0000,10m,0,R1234567,
13.6.2.7,Action,Learning session,,Spanish,,,2019-07-16 06:00:00 +0000,2019-07-15 07:00:00 +0000,10m,0,R1234567,
13.6.2.8,Action,Learning session,,Spanish,,,2019-07-17 06:00:00 +0000,2019-07-16 07:00:00 +0000,10m,0,R1234567,
13.6.2.9,Action,Learning session,,Spanish,,,2019-07-18 06:00:00 +0000,2019-07-18 01:10:50 +0000,10m,0,R1234567,
13.6.2.10,Action,Learning session,,Spanish,,,2019-07-19 06:00:00 +0000,2019-07-21 03:06:39 +0000,10m,0,R1234567,
13.6.2.11,Action,Learning session,,Spanish,,,2019-07-22 06:00:00 +0000,2019-07-22 05:34:39 +0000,10m,0,R1234567,
13.6.2.12,Action,Learning session,,Spanish,,,2019-07-23 06:00:00 +0000,2019-07-24 21:45:37 +0000,30m,0,R1234567,
13.6.2.13,Action,Learning session,,Spanish,,,2019-07-26 06:00:00 +0000,2019-07-27 05:28:17 +0000,10m,0,R1234567,
13.6.2.14,Action,Learning session,,Spanish,,,2019-07-28 06:00:00 +0000,2019-07-28 06:46:05 +0000,10m,0,R1234567,
13.6.3,Action,June Goal,,Spanish,,,,2019-07-05 22:04:54 +0000,,0,,
13.6.3.1,Action,Learning session,,Spanish,,,2019-06-18 00:00:00 +0000,2019-06-18 06:07:34 +0000,10m,0,,
13.6.3.2,Action,Learning session,,Spanish,,,,2019-06-01 07:00:00 +0000,40m,0,,
13.6.3.3,Action,Learning session,,Spanish,,,,2019-05-10 07:00:00 +0000,60m,0,,
13.6.3.4,Action,Learning session,,Spanish,,,,2019-05-03 07:00:00 +0000,20m,0,,
13.6.3.5,Action,Learning session,,Spanish,,,2019-06-19 06:00:00 +0000,2019-06-19 06:28:51 +0000,10m,0,,
13.6.3.6,Action,Learning session,,Spanish,,,2019-06-20 06:00:00 +0000,2019-06-20 06:10:03 +0000,5m,0,,
13.6.3.7,Action,Learning session,,Spanish,,,2019-06-21 06:00:00 +0000,2019-06-20 07:00:00 +0000,10m,0,,
13.6.3.8,Action,Learning session,,Spanish,,,2019-06-22 06:00:00 +0000,2019-06-22 07:00:00 +0000,10m,0,,
13.6.3.9,Action,Learning session,,Spanish,,,2019-06-24 06:00:00 +0000,2019-06-23 07:00:00 +0000,10m,0,,
13.6.3.10,Action,Learning session,,Spanish,,,2019-06-25 06:00:00 +0000,2019-06-25 05:57:01 +0000,10m,0,,
13.6.3.11,Action,Learning session,,Spanish,,,2019-06-27 06:00:00 +0000,2019-06-27 06:31:16 +0000,10m,0,,
13.6.3.12,Action,Learning session,,Spanish,,,2019-06-28 06:00:00 +0000,2019-06-28 06:07:23 +0000,10m,0,,
13.6.3.13,Action,Learning session,,Spanish,,,2019-06-29 06:00:00 +0000,2019-07-01 07:00:00 +0000,10m,0,,
13.6.3.14,Action,Learning session,,Spanish,,,2019-07-04 06:00:00 +0000,2019-07-03 03:39:13 +0000,10m,0,,
13.6.3.15,Action,Learning session,,Spanish,,,2019-07-04 00:00:00 +0000,2019-07-03 22:30:59 +0000,10m,0,R1234567,
14,Project,Health,active,,,,2020-01-01 01:00:00 +0000,,9000m,0,"March 
Climbing
Hiking
",
14.1,Action,March Goal,,Health,,,,2019-03-31 07:00:00 +0000,,0,Actual time 10h20m,
14.1.1,Action,Jogging,,Health,,,,2019-03-31 07:00:00 +0000,,0,Actual time: 30m,
14.1.1.1,Action,Jogging,,Health,,,,2019-03-29 06:45:10 +0000,30m,0,,
14.1.2,Action,Climbing,,Health,,,,2019-03-31 07:00:00 +0000,,0,Actual time: 9h50m,
14.1.2.1,Action,Climbing session,,Health,,,2019-03-31 00:00:00 +0000,2019-03-31 02:20:48 +0000,60m,0,,
14.1.2.2,Action,Climbing session,,Health,,,,2019-03-26 06:13:34 +0000,60m,0,,
14.1.2.3,Action,Climbing session,,Health,,,,2019-03-20 07:00:00 +0000,60m,0,,
14.1.2.4,Action,Climbing session,,Health,,,,2019-04-01 03:46:28 +0000,60m,0,,
14.1.2.5,Action,climbing,,Health,,,,2019-03-14 02:00:00 +0000,60m,0,,
14.1.2.6,Action,Rock 2 climbing log,,Health,,,,2019-03-15 05:19:26 +0000,20m,0,,
14.1.2.7,Action,Rock 2 class,,Health,,,2019-03-15 00:00:00 +0000,2019-03-14 23:58:32 +0000,60m,0,,
14.1.2.8,Action,Rock 2 class,,Health,,,2019-03-13 00:00:00 +0000,2019-03-12 22:13:49 +0000,60m,0,,
14.1.2.9,Action,Rock 2 class,,Health,,,2019-03-07 20:30:00 +0000,2019-03-07 22:25:43 +0000,60m,0,,
14.1.2.10,Action,Rock 2 project,,Health,,,2019-03-07 07:00:00 +0000,2019-03-07 19:11:20 +0000,90m,0,,
14.2,Action,April Goal,,Health,,,,2019-05-01 21:38:21 +0000,,0,Actual time 12h50m,
14.2.1,Action,Climbing,,Health,,,2019-05-02 00:00:00 +0000,2019-05-01 21:38:04 +0000,,0,Actual time 11h50m,
14.2.1.1,Action,Climbing session,,Health,,,,2019-04-30 04:48:10 +0000,60m,0,,
14.2.1.2,Action,Climbing session,,Health,,,,2019-04-26 02:06:38 +0000,60m,0,,
14.2.1.3,Action,Climbing session,,Health,,,,2019-04-25 04:24:01 +0000,80m,0,,
14.2.1.4,Action,Climbing session,,Health,,,,2019-04-18 07:00:00 +0000,60m,0,,
14.2.1.5,Action,Rock 14,,Health,,,2019-04-12 00:00:00 +0000,2019-04-12 00:24:22 +0000,90m,0,,
14.2.1.6,Action,Rock 14,,Health,,,2019-04-19 00:00:00 +0000,2019-04-18 07:00:00 +0000,90m,0,,
14.2.1.7,Action,Rock 14,,Health,,,2019-04-26 00:00:00 +0000,2019-04-26 02:06:30 +0000,90m,0,,
14.2.1.8,Action,Climbing session,,Health,,,2019-04-10 00:00:00 +0000,2019-04-10 06:31:23 +0000,60m,0,,
14.2.1.9,Action,Climbing session,,Health,,,,2019-04-04 03:40:15 +0000,60m,0,,
14.2.1.10,Action,Climbing session,,Health,,,,2019-04-05 02:27:01 +0000,60m,0,,
14.2.2,Action,Jogging,,Health,,,2019-05-02 00:00:00 +0000,2019-05-01 21:38:03 +0000,,0,Actual time 1h,
14.2.2.1,Action,Jogging,,Health,,,2019-04-11 00:00:00 +0000,2019-04-11 07:00:00 +0000,30m,0,,
14.2.2.2,Action,Jogging,,Health,,,2019-04-03 00:00:00 +0000,2019-04-03 07:50:42 +0000,30m,0,,
14.3,Action,May Goal,,Health,,,,2019-06-11 04:43:56 +0000,,0,Actual time 17h50m,
14.3.1,Action,Yosemite hike,,Health,,,,2019-05-13 07:00:00 +0000,360m,0,,
14.3.2,Action,Climbing,,Health,,,,2019-06-11 04:43:56 +0000,,0,Actual time 11h50m,
14.3.2.1,Action,Rock 14 HW,,Health,,,2019-05-10 22:00:00 +0000,2019-05-10 07:00:00 +0000,30m,0,,
14.3.2.2,Action,Climbing session,,Health,,,2019-05-03 00:00:00 +0000,2019-05-03 02:07:11 +0000,60m,0,,
14.3.2.3,Action,Rock 14 field trip,,Health,,,2019-05-22 00:00:00 +0000,2019-05-19 06:49:13 +0000,300m,0,,
14.3.2.4,Action,Climbing session,,Health,,,2019-05-24 00:00:00 +0000,2019-05-22 07:00:00 +0000,80m,0,,
14.3.2.5,Action,Climbing session,,Health,,,2019-05-29 00:00:00 +0000,2019-05-27 07:00:00 +0000,60m,0,,
14.3.2.6,Action,Rock 14,,Health,,,2019-05-03 00:00:00 +0000,2019-05-03 02:07:12 +0000,90m,0,,
14.3.2.7,Action,Rock 14,,Health,,,2019-05-17 00:00:00 +0000,2019-05-17 02:37:08 +0000,90m,0,,
14.4,Action,June Goal,,Health,,,2019-07-02 00:00:00 +0000,2019-07-01 04:30:26 +0000,,0,Actual time 7h45m,
14.4.1,Action,Gym,,Health,,,,2019-07-01 04:30:22 +0000,,0,Actual time 1h20m,
14.4.1.1,Action,Gym session,,Health,,,,2019-06-21 07:00:00 +0000,20m,0,,
14.4.1.2,Action,Gym session,,Health,,,,2019-06-18 01:00:53 +0000,60m,0,,
14.4.2,Action,Climbing,,Health,,,,2019-07-01 04:30:23 +0000,,0,Actual time 6h25m,
14.4.2.1,Action,Climbing session,,Health,,,,2019-06-26 07:00:00 +0000,45m,0,,
14.4.2.2,Action,Climbing session,,Health,,,,2019-06-26 03:05:20 +0000,45m,0,,
14.4.2.3,Action,Climbing session,,Health,,,2019-06-05 00:00:00 +0000,2019-06-05 06:20:59 +0000,40m,0,,
14.4.2.4,Action,Climbing session,,Health,,,2019-06-07 00:00:00 +0000,2019-06-06 03:36:15 +0000,30m,0,,
14.4.2.5,Action,Climbing session,,Health,,,2019-06-14 00:00:00 +0000,2019-06-16 04:08:00 +0000,120m,0,,
14.4.2.6,Action,Climbing session,,Health,,,2019-06-26 00:00:00 +0000,2019-06-25 00:59:48 +0000,45m,0,,
14.4.2.7,Action,Climbing session,,Health,,,2019-06-28 00:00:00 +0000,2019-06-28 04:33:25 +0000,60m,0,,
14.5,Action,July Goal,,Health,,,2019-08-02 00:00:00 +0000,2019-08-02 00:45:10 +0000,,0,Actual time 20h45m,
14.5.1,Action,Swimming,,Health,,,,2019-08-02 00:43:17 +0000,,0,Total time 1h10m,
14.5.1.1,Action,Swimming session,,Health,,,,2019-07-27 05:28:14 +0000,30m,0,,
14.5.1.2,Action,Swimming session,,Health,,,,2019-07-25 02:44:14 +0000,40m,0,,
14.5.2,Action,Gym,,Health,,,,2019-08-02 00:45:08 +0000,,0,Actual time 2h30m,
14.5.2.1,Action,Gym session,,Health,,,2019-07-06 00:00:00 +0000,2019-07-06 05:33:23 +0000,30m,0,,
14.5.2.2,Action,Gym session,,Health,,,2019-07-08 06:00:00 +0000,2019-07-13 03:35:19 +0000,45m,0,,
14.5.2.3,Action,Gym session,,Health,,,2019-07-15 06:00:00 +0000,2019-07-15 05:12:56 +0000,15m,0,,
14.5.2.4,Action,Gym session,,Health,,,2019-07-27 06:00:00 +0000,2019-07-24 04:38:50 +0000,60m,0,,
14.5.3,Action,Climbing,,Health,,,,2019-08-02 00:44:37 +0000,,0,Actual time 17h5m,
14.5.3.1,Action,Outdoor Climbing,,Health,,,2019-08-01 00:00:00 +0000,2019-08-01 06:40:24 +0000,120m,0,,
14.5.3.2,Action,Gym Climbing,,Health,,,2019-07-30 06:00:00 +0000,2019-07-29 07:00:00 +0000,60m,0,,
14.5.3.3,Action,Climbing Session,,Health,,,,2019-07-28 07:00:00 +0000,30m,0,,
14.5.3.4,Action,Design climbing training,,Health,,,,2019-07-27 23:32:30 +0000,90m,0,,
14.5.3.5,Action,Climbing session,,Health,,,,2019-07-18 01:52:07 +0000,30m,0,,
14.5.3.6,Action,Lead class,,Health,,,2019-07-12 00:00:00 +0000,2019-07-12 01:27:17 +0000,120m,0,,
14.5.3.7,Action,Lead class,,Health,,,2019-07-10 00:00:00 +0000,2019-07-10 04:38:35 +0000,120m,0,,
14.5.3.8,Action,Climbing session,,Health,,,2019-07-03 00:00:00 +0000,2019-07-02 04:19:40 +0000,60m,0,,
14.5.3.9,Action,Climbing session,,Health,,,2019-07-03 06:00:00 +0000,2019-07-03 03:39:07 +0000,60m,0,,
14.5.3.10,Action,Climbing session,,Health,,,2019-07-04 06:00:00 +0000,2019-07-04 06:12:40 +0000,45m,0,,
14.5.3.11,Action,Climbing session,,Health,,,2019-07-14 06:00:00 +0000,2019-07-16 03:10:01 +0000,90m,0,,
14.5.3.12,Action,Climbing session,,Health,,,2019-07-17 06:00:00 +0000,2019-07-17 04:12:41 +0000,80m,0,,
14.5.3.13,Action,Climbing session,,Health,,,2019-07-19 06:00:00 +0000,2019-07-19 04:34:52 +0000,30m,0,,
14.5.3.14,Action,Climbing session,,Health,,,2019-07-25 06:00:00 +0000,2019-07-25 02:43:43 +0000,30m,0,,
14.5.3.15,Action,Climbing session,,Health,,,2019-07-26 06:00:00 +0000,2019-07-26 03:46:41 +0000,60m,0,,
14.6,Action,Aug Goal,,Health,,,,,1800m,0,,
14.6.1,Action,Gym,,Health,,,,,,0,,
14.6.1.1,Action,Gym session,,Health,,,2019-08-10 06:00:00 +0000,2019-08-08 03:58:46 +0000,30m,0,,
14.6.1.2,Action,Gym session,,Health,,,2019-08-12 06:00:00 +0000,2019-08-11 01:25:13 +0000,30m,0,,
14.6.1.3,Action,Gym session,,Health,,,2019-08-19 06:00:00 +0000,2019-08-18 03:13:17 +0000,30m,0,,
14.6.1.4,Action,Gym session,,Health,,,2019-08-24 06:00:00 +0000,2019-08-20 05:51:41 +0000,30m,0,,
14.6.1.5,Action,Gym session,,Health,,,2019-08-24 00:00:00 +0000,2019-08-23 04:54:56 +0000,30m,0,,
14.6.1.6,Action,Gym session,,Health,,,2019-08-26 00:00:00 +0000,2019-08-26 02:19:55 +0000,30m,0,,
14.6.1.7,Action,Gym session,,Health,,,2019-08-31 00:00:00 +0000,2019-08-27 07:00:00 +0000,30m,0,,
14.6.1.8,Action,Gym session,,Health,,,2019-09-07 00:00:00 +0000,,30m,0,,
14.6.2,Action,Swimming,,Health,,,,,180m,0,,
14.6.2.1,Action,Swimming session,,Health,,,,2019-08-22 05:20:40 +0000,30m,0,,
14.6.2.2,Action,Swimming session,,Health,,,,2019-08-15 07:00:00 +0000,30m,0,,
14.6.2.3,Action,Swimming session,,Health,,,,2019-08-12 05:02:01 +0000,30m,0,,
14.6.2.4,Action,Swimming session,,Health,,,,2019-08-11 01:25:11 +0000,20m,0,,
14.6.2.5,Action,Swimming session,,Health,,,,2019-08-09 07:00:00 +0000,45m,0,,
14.6.3,Action,Climbing,,Health,,,,,1440m,0,,
14.6.3.1,Action,Planning training,,Health,,,,2019-08-03 05:59:51 +0000,30m,0,,
14.6.3.2,Action,Gym Climbing,,Health,,,2019-08-03 06:00:00 +0000,2019-08-02 00:43:37 +0000,45m,0,,
14.6.3.3,Action,Gym Climbing,,Health,,,2019-08-05 06:00:00 +0000,2019-08-03 05:59:37 +0000,60m,0,,
14.6.3.4,Action,Gym Climbing,,Health,,,2019-08-06 06:00:00 +0000,2019-08-05 02:28:14 +0000,60m,0,,
14.6.3.5,Action,Gym Climbing,,Health,,,2019-08-10 06:00:00 +0000,2019-08-08 03:58:40 +0000,60m,0,,
14.6.3.6,Action,Gym Climbing,,Health,,,2019-08-12 06:00:00 +0000,2019-08-12 05:01:43 +0000,30m,0,,
14.6.3.7,Action,Gym Climbing,,Health,,,2019-08-17 06:00:00 +0000,2019-08-14 06:59:38 +0000,60m,0,,
14.6.3.8,Action,Gym Climbing,,Health,,,2019-08-17 00:00:00 +0000,2019-08-16 07:00:00 +0000,60m,0,,
14.6.3.9,Action,Gym Climbing,,Health,,,2019-08-19 00:00:00 +0000,2019-08-19 05:47:58 +0000,60m,0,,
14.6.3.10,Action,Gym Climbing,,Health,,,2019-08-24 00:00:00 +0000,2019-08-24 06:05:14 +0000,60m,0,,
14.6.3.11,Action,Gym Climbing,,Health,,,2019-08-26 00:00:00 +0000,2019-08-26 02:19:15 +0000,60m,0,,
14.6.3.12,Action,Gym Climbing,,Health,,,2019-08-27 00:00:00 +0000,2019-08-27 07:00:00 +0000,60m,0,,
14.6.3.13,Action,Gym Climbing,,Health,,,2019-09-02 00:00:00 +0000,2019-09-01 07:00:00 +0000,60m,0,,
14.6.3.14,Action,Gym Climbing,,Health,,,2019-09-05 00:00:00 +0000,,60m,0,,
14.7,Action,Sep Goal,,Health,,,,,1800m,0,,
14.8,Action,Theoretical Study,,Health,,,,,2700m,0,,
14.8.1,Action,Climbing Injury,,Health,,,,,,0,,
14.8.1.1,Action,Reading session 3,,Health,,,,2019-08-29 06:38:13 +0000,20m,0,,
14.8.1.2,Action,Reading session 2,,Health,,,,2019-08-27 07:00:00 +0000,30m,0,,
14.8.1.3,Action,Reading session 1,,Health,,,,2019-08-26 02:19:39 +0000,30m,0,,
14.8.2,Action,Anatomy,,Health,,,,,,0,,
14.8.2.1,Action,Joint Anatomy Videos,,Health,,,,,,0,,
14.8.2.1.1,Action,Watch session 6,,Health,,,2019-09-02 00:00:00 +0000,2019-09-02 07:00:00 +0000,20m,0,,
14.8.2.1.2,Action,Watching session 5,,Health,,,2019-08-27 00:00:00 +0000,2019-08-23 07:00:00 +0000,30m,0,,
14.8.2.1.3,Action,Watching session 4,,Health,,,2019-08-20 00:00:00 +0000,2019-08-20 06:22:44 +0000,30m,0,,
14.8.2.1.4,Action,Watching session 3,,Health,,,,2019-08-16 07:00:00 +0000,30m,0,,
14.8.2.1.5,Action,Watching session 2,,Health,,,,2019-08-06 07:00:00 +0000,20m,0,,
14.8.2.1.6,Action,Watching session 1,,Health,,,,2019-08-05 04:57:03 +0000,30m,0,,
14.8.2.2,Action,Anatomy Memorization,,Health,,,,,,0,,
14.8.2.2.1,Action,Muscle,,Health,,,,,,0,,
14.8.2.2.2,Action,Bone,,Health,,,,,,0,,
14.8.2.2.2.1,Action,Session 2,,Health,,,2019-08-19 00:00:00 +0000,2019-08-20 06:35:12 +0000,10m,0,,
14.8.2.2.2.2,Action,Session 1,,Health,,,,2019-08-18 03:14:50 +0000,30m,0,,
14.8.3,Action,Exercise Science - Coursera,,Health,,,,,,0,,
14.8.4,Action,Brain health - Coursera,,Health,,,,,360m,0,,
14.8.4.1,Action,Watch week 3,,Health,,,2019-08-18 00:00:00 +0000,2019-08-18 05:33:20 +0000,30m,0,,
14.8.4.2,Action,Watch week 2 & 4,,Health,,,2019-08-10 00:00:00 +0000,2019-08-09 06:45:35 +0000,60m,0,,
14.8.4.3,Action,Watch week 1,,Health,,,,2019-08-08 04:50:23 +0000,60m,0,,
14.9,Action,Physical Therapy,,Health,,,,,,0,,
14.9.1,Action,Physical therapy visit,,Health,,,2019-08-29 00:00:00 +0000,2019-08-28 23:16:49 +0000,60m,0,,
14.9.2,Action,Physical therapy visit,,Health,,,,2019-08-22 05:20:12 +0000,60m,0,,
14.9.3,Action,Physical therapy visit,,Health,,,,2019-08-09 06:46:12 +0000,90m,0,,
15,Project,Part Times,active,,,,,,6000m,0,,
15.1,Action,Leo’s Project,,Part Times,,,,,1200m,0,,
15.1.1,Action,Reading,,Part Times,,,,,,0,,
15.1.1.1,Action,Read scVI,,Part Times,,,,2019-03-18 07:00:00 +0000,30m,0,,
15.1.2,Action,Chats,,Part Times,,,,,720m,0,,
15.1.2.1,Action,Chat with Leo,,Part Times,,,,2019-09-01 07:00:00 +0000,100m,0,,
15.1.2.2,Action,Chat with Leo,,Part Times,,,,2019-08-27 06:53:19 +0000,90m,0,,
15.1.2.3,Action,Chat with Leo,,Part Times,,,,2019-08-07 07:00:00 +0000,30m,0,,
15.1.2.4,Action,Chat with Leo,,Part Times,,,,2019-08-05 05:50:13 +0000,50m,0,,
15.1.2.5,Action,Chat with Leo,,Part Times,,,,2019-07-31 06:20:35 +0000,45m,0,,
15.1.2.6,Action,Chat with Leo,,Part Times,,,,2019-07-26 06:17:39 +0000,80m,0,,
15.1.2.7,Action,Chat with Leo,,Part Times,,,2019-07-20 06:00:00 +0000,2019-07-20 05:57:59 +0000,50m,0,,
15.1.2.8,Action,Chat with Leo,,Part Times,,,,2019-07-16 05:20:04 +0000,40m,0,,
15.1.2.9,Action,Chat with Leo,,Part Times,,,,2019-06-11 03:21:47 +0000,60m,0,,
15.1.2.10,Action,Chat with Leo,,Part Times,,,,2019-06-08 04:56:30 +0000,30m,0,,
15.1.2.11,Action,Chat with Leo,,Part Times,,,,2019-06-06 03:34:51 +0000,60m,0,,
15.1.2.12,Action,Chat with Leo,,Part Times,,,2019-05-12 06:00:00 +0000,2019-05-12 02:13:44 +0000,60m,0,,
15.1.2.13,Action,Chat with Leo,,Part Times,,,,2019-05-07 03:21:17 +0000,100m,0,,
15.1.2.14,Action,Chat with Leo,,Part Times,,,2019-05-06 00:00:00 +0000,2019-05-05 21:01:25 +0000,85m,0,,
15.1.2.15,Action,Chat with Leo,,Part Times,,,,2019-04-15 03:27:33 +0000,60m,0,,
15.1.2.16,Action,Chat with Leo,,Part Times,,,,2019-04-12 07:00:00 +0000,120m,0,,
15.1.2.17,Action,Chat with Leo,,Part Times,,,,2019-03-19 07:41:44 +0000,20m,0,,
15.1.2.18,Action,Chat with Leo,,Part Times,,,2019-03-11 06:00:00 +0000,2019-03-11 06:36:47 +0000,90m,0,,
15.1.2.19,Action,Chat with Leo,,Part Times,,,,2019-02-28 04:16:39 +0000,90m,0,,
15.1.2.20,Action,Chat with Leo,,Part Times,,,,2019-03-21 07:00:00 +0000,120m,0,,
15.1.2.21,Action,Chat with Leo,,Part Times,,,,2019-03-06 08:00:00 +0000,60m,0,,
15.2,Action,GGU,,Part Times,,,,,1200m,0,,
15.2.1,Action,Yijie Huang,,Part Times,,,,,,0,,
15.2.1.1,Action,Chat with Yijie,,Part Times,,,,2019-08-08 05:33:59 +0000,40m,0,,
15.2.2,Action,Wenjie Dong,,Part Times,,,,,,0,,
15.2.2.1,Action,Chat with Wenjie,,Part Times,,,,2019-07-11 07:00:00 +0000,30m,0,,
15.2.3,Action,Dingheng Mo,,Part Times,,,,,,0,,
15.2.3.1,Action,Chat with Dingheng,,Part Times,,,,2019-07-07 00:49:29 +0000,45m,0,,
15.2.4,Action,Zhiya Wang,,Part Times,,,,,300m,0,,
15.2.4.1,Action,Chat,,Part Times,,,2019-03-24 01:00:00 +0000,2019-03-25 03:29:13 +0000,40m,0,,
15.3,Action,Embark,,Part Times,,,2020-01-01 01:00:00 +0000,,1440m,0,,
15.3.1,Action,Steven,,Part Times,,,,,1320m,0,,
15.3.1.1,Action,Classes,,Part Times,,,,,1200m,0,,
15.3.1.1.1,Action,Session 8,,Part Times,,,,2019-08-29 07:00:00 +0000,90m,0,,
15.3.1.1.2,Action,Session 7-2,,Part Times,,,,2019-08-23 05:39:57 +0000,60m,0,,
15.3.1.1.3,Action,Session 7,,Part Times,,,,2019-08-22 06:26:57 +0000,60m,0,,
15.3.1.1.4,Action,Session 6,,Part Times,,,,2019-08-12 06:36:17 +0000,90m,0,,
15.3.1.1.5,Action,Session 5,,Part Times,,,2019-07-15 00:00:00 +0000,2019-07-15 00:20:42 +0000,90m,0,,
15.3.1.1.6,Action,Session 4-1,,Part Times,,,,2019-07-02 04:19:33 +0000,60m,0,,
15.3.1.1.7,Action,Proposal writing,,Part Times,,,,2019-06-29 02:17:07 +0000,15m,0,,
15.3.1.1.8,Action,Session 3-1,,Part Times,,,,2019-06-11 02:15:47 +0000,70m,0,,
15.3.1.1.9,Action,Session 2-2,,Part Times,,,,2019-06-04 03:25:29 +0000,80m,0,,
15.3.1.1.10,Action,Session 2-1,,Part Times,,,2019-05-30 00:00:00 +0000,2019-05-29 19:32:33 +0000,30m,0,,
15.3.1.1.11,Action,Session 1,,Part Times,,,2019-05-12 00:00:00 +0000,2019-05-11 21:45:21 +0000,100m,0,,
15.3.2,Action,Logistic Chats,,Part Times,,,,,120m,0,,
15.3.2.1,Action,Prepare title,,Part Times,,,2019-04-26 06:00:00 +0000,2019-04-26 04:47:47 +0000,15m,0,,
15.3.2.2,Action,Chat,,Part Times,,,,2019-04-11 07:00:00 +0000,20m,0,,
15.3.2.3,Action,Chat,,Part Times,,,,2019-04-04 05:55:37 +0000,30m,0,,
15.3.2.4,Action,Chat,,Part Times,,,2019-04-01 00:00:00 +0000,2019-04-01 04:13:58 +0000,30m,0,,
15.4,Action,Misc,,Part Times,,,2020-01-01 01:00:00 +0000,,1200m,0,,
15.4.1,Action,Kaiqu,,Part Times,,,,,,0,,
15.4.1.1,Action,Chat,,Part Times,,,,,,0,,
15.4.1.1.1,Action,Session 1,,Part Times,,,,2019-07-23 02:41:34 +0000,45m,0,,
15.4.2,Action,Li,,Part Times,,,,,300m,0,,
15.4.2.1,Action,Chat with Tony Li,,Part Times,,,,2019-06-04 22:56:22 +0000,40m,0,,
15.4.3,Action,Zebo,,Part Times,,,,,300m,0,,
15.4.3.1,Action,School selection and reserarch email,,Part Times,,,,2019-08-12 07:27:55 +0000,30m,0,,
15.4.3.2,Action,Modify research email,,Part Times,,,,2019-05-07 03:54:17 +0000,10m,0,,
15.4.3.3,Action,Discussion,,Part Times,,,,2019-05-06 03:08:48 +0000,40m,0,,
15.4.4,Action,Jingcheng Su,,Part Times,,,,,300m,0,,
15.4.4.1,Action,Chat Mar 21,,Part Times,,,2019-03-22 06:00:00 +0000,2019-03-21 07:00:00 +0000,60m,0,,
16,Project,Professional Service,active,,,,2020-01-01 01:00:00 +0000,,4800m,0,"Invested time
",
16.1,Action,CS228-CA-2019,,Professional Service,,,2019-05-01 00:00:00 +0000,2019-03-26 07:00:00 +0000,,0,Actual time: 38h45min,
16.1.1,Action,Finals,,Professional Service,,,,2019-03-26 07:00:00 +0000,,0,Actual time: 22h15m,
16.1.1.1,Action,Enter grades,,Professional Service,,,,2019-03-26 22:22:27 +0000,30m,0,,
16.1.1.2,Action,Follow up on completion,,Professional Service,,,2019-03-26 06:00:00 +0000,2019-03-25 07:00:00 +0000,30m,0,,
16.1.1.3,Action,Deal with grading schedule,,Professional Service,,,2019-03-23 06:00:00 +0000,2019-03-23 17:53:59 +0000,30m,0,,
16.1.1.4,Action,Finals grading meeting,,Professional Service,,,2019-03-22 00:00:00 +0000,2019-03-22 04:50:23 +0000,45m,0,,
16.1.1.5,Action,Organize final session,,Professional Service,,,2019-03-20 16:00:00 +0000,2019-03-20 19:08:37 +0000,120m,0,,
16.1.1.6,Action,Edit finals,,Professional Service,,,2019-03-03 08:00:00 +0000,2019-03-04 00:41:14 +0000,240m,0,,
16.1.1.7,Action,Polish final exam 2,,Professional Service,,,2019-03-07 07:00:00 +0000,2019-03-07 07:50:00 +0000,180m,0,,
16.1.1.8,Action,Polish final exam 3,,Professional Service,,,2019-03-08 01:00:00 +0000,2019-03-08 05:34:31 +0000,120m,0,,
16.1.1.9,Action,Polish final exam 4,,Professional Service,,,2019-03-11 00:00:00 +0000,2019-03-11 22:36:45 +0000,120m,0,,
16.1.1.10,Action,Polish final exam 5,,Professional Service,,,,2019-03-12 04:29:27 +0000,120m,0,,
16.1.1.11,Action,Polish final exam 6,,Professional Service,,,,2019-03-14 04:40:39 +0000,60m,0,,
16.1.1.12,Action,Grade finals,,Professional Service,,,,2019-03-22 04:50:13 +0000,240m,0,,
16.1.2,Action,Homework,,Professional Service,,,,2019-03-26 07:00:00 +0000,,0,Actual time 13h,
16.1.2.1,Action,Edit HW5,,Professional Service,,,,2019-02-21 08:00:00 +0000,240m,0,,
16.1.2.2,Action,Fix up potential issues of HW5,,Professional Service,,,,2019-03-06 07:45:41 +0000,180m,0,,
16.1.2.3,Action,Edit HW5,,Professional Service,,,2019-02-20 01:00:00 +0000,2019-02-23 00:39:28 +0000,240m,0,,
16.1.2.4,Action,Follow up on Nate with HW5 checks,,Professional Service,,,2019-02-25 01:00:00 +0000,2019-02-26 19:33:12 +0000,120m,0,,
16.1.3,Action,Office hours,,Professional Service,,,,2019-03-26 07:00:00 +0000,,0,Actual time 2h,
16.1.3.1,Action,Office hours 1,,Professional Service,,,,2019-03-09 20:41:33 +0000,120m,0,,
16.1.4,Action,TA Meetings,,Professional Service,,,,2019-03-26 07:00:00 +0000,,0,Actual time 1h30m,
16.1.4.1,Action,TA Meeting,,Professional Service,,,,2019-03-15 21:58:21 +0000,30m,0,,
16.1.4.2,Action,TA Meeting,,Professional Service,,,,2019-03-08 19:45:16 +0000,60m,0,,
16.2,Action,Reviews,,Professional Service,,,,,1200m,0,,
16.2.1,Action,Review 2 papers for ICML,,Professional Service,,,2019-02-25 07:00:00 +0000,2019-02-25 06:38:27 +0000,180m,0,,
