Task ID,Type,Name,Status,Project,Context,Start Date,Due Date,Completion Date,Duration,Flagged,Notes,Tags
5.1.2.2,Action,Review 2,,Machine Learning Theory,,,2019-05-29 06:00:00 +0000,2019-05-30 02:08:47 +0000,60m,0,,
5.1.2.3,Action,Review 1,,Machine Learning Theory,,,2019-04-26 00:00:00 +0000,2019-04-26 06:26:36 +0000,60m,0,,
5.1.2.4,Action,Review chapter 1-4,,Machine Learning Theory,,,2019-04-03 00:00:00 +0000,2019-04-05 08:19:48 +0000,30m,0,,
5.1.2.5,Action,Review chapter 1-4,,Machine Learning Theory,,,2019-03-24 00:00:00 +0000,2019-03-24 22:36:39 +0000,30m,0,,
5.1.2.6,Action,"Review chapter 5, 7, 8,",,Machine Learning Theory,,,2019-03-25 00:00:00 +0000,2019-03-25 05:39:37 +0000,30m,0,,
5.1.3,Action,Reading sessions,,Machine Learning Theory,,,,,720m,0,,
5.1.3.1,Action,Reading session,,Machine Learning Theory,,,2019-04-03 00:00:00 +0000,2019-04-03 04:23:31 +0000,60m,0,,
5.1.3.2,Action,Reading session,,Machine Learning Theory,,,,2019-03-31 07:00:00 +0000,60m,0,,
5.1.3.3,Action,Reading session,,Machine Learning Theory,,,,2019-03-28 05:27:34 +0000,60m,0,,
5.1.3.4,Action,Reading session,,Machine Learning Theory,,,,2019-03-26 23:59:07 +0000,60m,0,,
5.1.3.5,Action,Reading session,,Machine Learning Theory,,,2019-03-20 00:00:00 +0000,2019-03-20 02:29:18 +0000,60m,0,,
5.1.3.6,Action,Reading session,,Machine Learning Theory,,,,2019-03-19 00:03:03 +0000,120m,0,,
5.1.3.7,Action,Reading session,,Machine Learning Theory,,,,2019-03-08 03:57:17 +0000,60m,0,,
5.1.3.8,Action,Reading session ,,Machine Learning Theory,,,2019-02-28 07:00:00 +0000,2019-03-01 00:00:05 +0000,60m,0,,
5.1.3.9,Action,Reading session,,Machine Learning Theory,,,2019-03-01 07:00:00 +0000,2019-03-04 05:49:52 +0000,120m,0,,
5.1.3.10,Action,Reading session,,Machine Learning Theory,,,2019-03-07 01:00:00 +0000,2019-03-06 19:44:19 +0000,120m,0,,
5.2,Action,Percy Notes on Learning Theory,,Machine Learning Theory,,,,,2400m,0,,
5.3,Action,EE 364B,,Machine Learning Theory,,,,,2400m,0,,
5.3.1,Action,Homework,,Machine Learning Theory,,,,,,0,,
5.3.2,Action,Reviews,,Machine Learning Theory,,,,,,0,,
5.3.3,Action,Classes,,Machine Learning Theory,,,,,,0,,
5.3.3.1,Action,Lecture 4.17,,Machine Learning Theory,,,2019-04-18 00:00:00 +0000,2019-04-17 23:08:23 +0000,80m,0,,
5.3.3.2,Action,Lecture 4.15,,Machine Learning Theory,,,,2019-04-15 23:46:16 +0000,80m,0,,
5.3.3.3,Action,Lecture 4.10,,Machine Learning Theory,,,2019-04-11 00:00:00 +0000,2019-04-10 23:39:26 +0000,80m,0,,
5.3.3.4,Action,Lecture 4.8,,Machine Learning Theory,,,,2019-04-08 07:00:00 +0000,80m,0,,
5.3.3.5,Action,Lecture 4.3,,Machine Learning Theory,,,,2019-04-03 23:29:17 +0000,40m,0,,
5.3.3.6,Action,Lecture 4.1,,Machine Learning Theory,,,,2019-04-01 23:33:09 +0000,80m,0,,
5.4,Action,Prediction and Games,,Machine Learning Theory,,,,,2100m,0,,
5.4.1,Action,Note Taking,,Machine Learning Theory,,,,,600m,0,,
5.4.2,Action,Review,,Machine Learning Theory,,,,,600m,0,,
5.4.2.1,Action,"Review chapter 2,4",,Machine Learning Theory,,,2019-05-01 00:00:00 +0000,2019-04-30 07:00:00 +0000,30m,0,,
5.4.2.2,Action,"Review chapter 2,4",,Machine Learning Theory,,,2019-04-26 00:00:00 +0000,2019-04-26 02:07:56 +0000,30m,0,,
5.4.3,Action,Reading,,Machine Learning Theory,,,,,900m,0,,
5.4.3.1,Action,Reading session,,Machine Learning Theory,,,,2019-04-29 05:25:48 +0000,60m,0,,
5.4.3.2,Action,Reading session,,Machine Learning Theory,,,,2019-04-28 04:44:16 +0000,120m,0,,
5.4.3.3,Action,Reading session,,Machine Learning Theory,,,2019-04-27 00:00:00 +0000,2019-04-26 22:37:03 +0000,120m,0,,
5.4.3.4,Action,Reading session,,Machine Learning Theory,,,2019-04-25 00:00:00 +0000,2019-04-24 19:56:00 +0000,80m,0,,
5.4.3.5,Action,Reading session,,Machine Learning Theory,,,2019-04-23 06:00:00 +0000,2019-04-23 03:55:30 +0000,90m,0,,
5.5,Action,Deep Learning,,Machine Learning Theory,,,2020-01-01 01:00:00 +0000,,6000m,0,,
5.5.1,Action,Pytorch,,Machine Learning Theory,,,,,,0,,
5.6,Action,Transfer Learning,,Machine Learning Theory,,,,,,0,,
5.6.1,Action,Reviews,,Machine Learning Theory,,,,,,0,,
5.6.2,Action,Readings,,Machine Learning Theory,,,,,,0,,
5.7,Action,Active Learning,,Machine Learning Theory,,,,,,0,,
5.7.1,Action,Reviews,,Machine Learning Theory,,,,,,0,,
5.7.1.1,Action,Review session,,Machine Learning Theory,,,2019-07-03 00:00:00 +0000,2019-07-03 04:43:53 +0000,30m,0,,
5.7.1.2,Action,Review session,,Machine Learning Theory,,,2019-06-24 00:00:00 +0000,2019-06-24 06:09:45 +0000,30m,0,,
5.7.2,Action,Talks,,Machine Learning Theory,,,,,,0,,
5.7.2.1,Action,Dasgupta talk,,Machine Learning Theory,,,,2019-06-22 07:00:00 +0000,60m,0,,
5.7.2.2,Action,Dasgupta and Langford,,Machine Learning Theory,,,,2019-06-23 04:25:39 +0000,120m,0,,
5.7.3,Action,Readings,,Machine Learning Theory,,,,,,0,,
5.7.3.1,Action,Reading session,,Machine Learning Theory,,,,2019-06-19 17:57:39 +0000,60m,0,,
5.8,Action,Online Learning,,Machine Learning Theory,,,,,,0,,
5.8.1,Action,Bubeck Lectures,,Machine Learning Theory,,,,,1200m,0,,
5.8.1.1,Action,Review,,Machine Learning Theory,,,,,,0,,
5.8.1.1.1,Action,Review 1-1,,Machine Learning Theory,,,,2019-06-25 21:59:45 +0000,30m,0,,
5.8.1.2,Action,Learning,,Machine Learning Theory,,,,,,0,,
5.8.1.2.1,Action,Session 3,,Machine Learning Theory,,,,2019-07-02 19:41:32 +0000,60m,0,,
5.8.1.2.2,Action,Session 2,,Machine Learning Theory,,,,2019-06-25 21:59:48 +0000,90m,0,,
5.8.1.2.3,Action,Session 1,,Machine Learning Theory,,,,2019-06-23 23:18:00 +0000,165m,0,,
5.9,Action,Causal Inference,,Machine Learning Theory,,,,,1560m,0,,
5.9.1,Action,Elements of Causal Inference,,Machine Learning Theory,,,,,,0,,
5.9.1.1,Action,Reading,,Machine Learning Theory,,,,,480m,0,,
5.9.1.1.1,Action,Reading session 1,,Machine Learning Theory,,,,2019-07-18 06:56:33 +0000,30m,0,,
5.9.1.2,Action,Review,,Machine Learning Theory,,,,,360m,0,,
5.9.1.2.1,Action,Review 1,,Machine Learning Theory,,,,,,0,,
5.9.1.3,Action,Reading Group,,Machine Learning Theory,,,,,720m,0,,
5.9.1.3.1,Action,Reading group 2,,Machine Learning Theory,,,2019-07-13 00:00:00 +0000,2019-07-12 23:12:10 +0000,60m,0,,
5.9.1.3.2,Action,Causal reading 7.1,,Machine Learning Theory,,,,2019-07-02 04:18:20 +0000,45m,0,,
5.9.2,Action,Philip Dawid,,Machine Learning Theory,,,,,,0,,
5.9.2.1,Action,Watch tutorial,,Machine Learning Theory,,,,2019-06-06 05:13:35 +0000,60m,0,,
6,Project,Theoretical Computer Science,active,,,,2020-01-01 01:00:00 +0000,,4800m,0,,
6.1,Action,Randomized Algorithms,,Theoretical Computer Science,,,,,1200m,0,"Objectives

Review class randomized algorithm to ensure memory. ",
6.1.1,Action,Reviews,,Theoretical Computer Science,,,,,,0,,
6.1.1.1,Action,Review all,,Theoretical Computer Science,,,2019-07-06 00:00:00 +0000,2019-07-21 03:49:44 +0000,40m,0,,
6.1.1.2,Action,Review all,,Theoretical Computer Science,,,2019-04-28 00:00:00 +0000,2019-04-28 23:43:55 +0000,40m,0,,
6.1.1.3,Action,Review all,,Theoretical Computer Science,,,2019-03-29 00:00:00 +0000,2019-03-29 06:03:12 +0000,40m,0,,
6.1.1.4,Action,Review all,,Theoretical Computer Science,,,2019-04-05 00:00:00 +0000,2019-04-05 18:26:28 +0000,60m,0,,
6.1.1.5,Action,Complete review round,,Theoretical Computer Science,,,2019-03-28 06:00:00 +0000,2019-03-28 00:02:01 +0000,180m,0,,
6.2,Action,Cryptography,,Theoretical Computer Science,,,,,900m,0,,
6.2.1,Action,Reviews,,Theoretical Computer Science,,,,,,0,,
6.2.1.1,Action,Review chapter 1-4,,Theoretical Computer Science,,,2019-07-06 00:00:00 +0000,2019-07-18 04:13:51 +0000,60m,0,,
6.2.1.2,Action,Review chapter 1-4,,Theoretical Computer Science,,,2019-06-09 00:00:00 +0000,2019-06-10 20:28:33 +0000,60m,0,,
6.2.1.3,Action,Review chapter 1-3,,Theoretical Computer Science,,,2019-05-01 00:00:00 +0000,2019-05-07 20:54:31 +0000,60m,0,,
6.2.1.4,Action,Review chapter 1-3,,Theoretical Computer Science,,,2019-04-27 00:00:00 +0000,2019-04-28 18:27:50 +0000,90m,0,,
6.2.1.5,Action,Review chapter 1-3,,Theoretical Computer Science,,,2019-04-23 06:00:00 +0000,2019-04-23 23:34:53 +0000,45m,0,,
6.2.1.6,Action,Review chapter 1-2,,Theoretical Computer Science,,,2019-04-21 21:00:00 +0000,2019-04-21 22:07:26 +0000,45m,0,,
6.2.2,Action,Reading,,Theoretical Computer Science,,,,,600m,0,,
6.2.2.1,Action,Reading session,,Theoretical Computer Science,,,2019-04-25 06:00:00 +0000,2019-04-24 07:00:00 +0000,60m,0,,
6.2.2.2,Action,Reading session,,Theoretical Computer Science,,,2019-04-21 21:00:00 +0000,2019-04-21 22:07:18 +0000,120m,0,,
6.2.2.3,Action,Reading session,,Theoretical Computer Science,,,2019-04-21 03:00:00 +0000,2019-04-21 03:13:57 +0000,120m,0,,
6.2.2.4,Action,Reading session,,Theoretical Computer Science,,,,2019-04-22 22:25:32 +0000,120m,0,,
7,Project,Misc Applied Math,active,,,,2020-01-01 01:00:00 +0000,,9000m,0,,
7.1,Action,Algorithmic Information Theory,,Misc Applied Math,,,,,3000m,0,,
7.1.1,Action,Li and Vitanyi,,Misc Applied Math,,,,,3000m,0,,
7.1.1.1,Action,Review,,Misc Applied Math,,,,,,0,,
7.1.1.2,Action,Reading,,Misc Applied Math,,,,,1380m,0,,
7.1.1.2.1,Action,Reading session,,Misc Applied Math,,,,2019-03-29 07:00:00 +0000,60m,0,,
7.2,Action,Game Theory,,Misc Applied Math,,,,,3000m,0,,
7.2.1,Action,AGT - Tim,,Misc Applied Math,,,,,2400m,0,,
7.3,Action,Information Theory,,Misc Applied Math,,,,,1800m,0,,
7.3.1,Action,EE376A,,Misc Applied Math,,,,,600m,0,,
7.3.1.1,Action,Review 3,,Misc Applied Math,,,2019-06-18 06:00:00 +0000,2019-06-27 05:51:36 +0000,60m,0,,
7.3.1.2,Action,Review 2-2,,Misc Applied Math,,,2019-06-08 00:00:00 +0000,2019-06-10 04:00:00 +0000,60m,0,,
7.3.1.3,Action,Review 2-1,,Misc Applied Math,,,2019-05-24 00:00:00 +0000,2019-05-27 07:00:00 +0000,60m,0,,
7.3.1.4,Action,Review 1,,Misc Applied Math,,,2019-04-07 00:00:00 +0000,2019-04-10 06:30:40 +0000,90m,0,,
7.4,Action,Control Theory,,Misc Applied Math,,,,,1200m,0,,
7.4.1,Action,Optimal Control by Kirk,,Misc Applied Math,,,,,600m,0,,
7.4.1.1,Action,Review,,Misc Applied Math,,,,,300m,0,,
7.4.1.1.1,Action,Review session,,Misc Applied Math,,,2019-07-10 00:00:00 +0000,2019-07-13 03:50:33 +0000,10m,0,,
7.4.1.2,Action,Reading,,Misc Applied Math,,,,,300m,0,,
7.4.1.2.1,Action,Read chapter 6,,Misc Applied Math,,,,,90m,0,,
7.4.1.2.2,Action,Read chapter 4-5,,Misc Applied Math,,,,,90m,0,,
7.4.1.2.3,Action,Read chapter 1-3,,Misc Applied Math,,,2019-07-06 00:00:00 +0000,2019-07-08 03:13:41 +0000,60m,0,,
7.5,Action,Optimal Transport,,Misc Applied Math,,,,,1320m,0,,
7.5.1,Action,Reviews,,Misc Applied Math,,,,,600m,0,,
7.5.1.1,Action,Review 4,,Misc Applied Math,,,2019-08-09 00:00:00 +0000,2019-08-12 05:03:19 +0000,30m,0,,
7.5.1.2,Action,Review 3,,Misc Applied Math,,,2019-07-03 06:00:00 +0000,2019-07-03 04:07:37 +0000,30m,0,,
7.5.1.3,Action,Review 2,,Misc Applied Math,,,2019-06-18 00:00:00 +0000,2019-06-18 05:19:15 +0000,30m,0,,
7.5.1.4,Action,Review 1,,Misc Applied Math,,,2019-06-09 00:00:00 +0000,2019-06-10 21:31:22 +0000,60m,0,,
7.5.2,Action,Readings,,Misc Applied Math,,,,2019-06-08 07:00:00 +0000,,0,12h50m,
7.5.2.1,Action,Reading session,,Misc Applied Math,,,,2019-06-07 05:35:43 +0000,80m,0,,
7.5.2.2,Action,Reading session,,Misc Applied Math,,,,2019-06-06 03:37:15 +0000,30m,0,,
7.5.2.3,Action,Reading Group,,Misc Applied Math,,,2019-06-08 00:00:00 +0000,2019-06-07 22:10:33 +0000,60m,0,,
7.5.2.4,Action,Reading Group,,Misc Applied Math,,,2019-06-07 00:00:00 +0000,2019-06-07 03:07:08 +0000,60m,0,,
7.5.2.5,Action,Reading Group,,Misc Applied Math,,,2019-06-06 19:00:00 +0000,2019-06-06 22:52:20 +0000,90m,0,,
7.5.2.6,Action,Reading Group,,Misc Applied Math,,,2019-06-06 00:00:00 +0000,2019-06-06 03:34:33 +0000,90m,0,,
7.5.2.7,Action,Reading Group,,Misc Applied Math,,,2019-06-05 19:00:00 +0000,2019-06-05 19:57:38 +0000,90m,0,,
7.5.2.8,Action,Reading Group,,Misc Applied Math,,,2019-06-05 00:00:00 +0000,2019-06-05 06:21:35 +0000,90m,0,,
7.5.2.9,Action,Prepare reading group,,Misc Applied Math,,,,2019-06-04 21:53:25 +0000,90m,0,,
7.5.2.10,Action,Reading Group,,Misc Applied Math,,,2019-06-04 00:00:00 +0000,2019-06-04 21:53:12 +0000,90m,0,,
8,Project,Calibration,active,,,,,,9000m,0,Plan: spend about 80 hours July and Aug,
8.1,Action,Calibration Theory,,Calibration,,,,,7200m,0,,
8.1.1,Action,Coding,,Calibration,,,,,,0,,
8.1.1.1,Action,Coding session,,Calibration,,,,2019-08-02 00:42:48 +0000,90m,0,,
8.1.1.2,Action,Coding session,,Calibration,,,,2019-05-20 05:29:57 +0000,180m,0,,
8.1.1.3,Action,Coding session,,Calibration,,,,2019-05-17 04:08:51 +0000,180m,0,,
8.1.1.4,Action,Coding session,,Calibration,,,,2019-05-11 06:47:38 +0000,150m,0,,
8.1.2,Action,Literature,,Calibration,,,,,600m,0,,
8.1.2.1,Action,Read individual probability philip dawid,,Calibration,,,,2019-06-19 06:04:38 +0000,40m,0,,
8.1.2.2,Action,Literature reading,,Calibration,,,,2019-05-16 02:59:07 +0000,60m,0,,
8.1.2.3,Action,Literature reading,,Calibration,,,2019-05-16 06:00:00 +0000,2019-05-16 00:30:33 +0000,120m,0,,
8.1.2.4,Action,Literature reading,,Calibration,,,,2019-05-14 07:00:00 +0000,60m,0,,
8.1.2.5,Action,ICLR Dwork talk,,Calibration,,,,2019-05-07 22:00:00 +0000,60m,0,,
8.1.3,Action,Writing,,Calibration,,,,,1800m,0,,
8.1.3.1,Action,Writing session,,Calibration,,,,2019-06-20 05:44:14 +0000,45m,0,,
8.1.3.2,Action,Writing session,,Calibration,,,,2019-05-21 07:00:00 +0000,180m,0,,
8.1.3.3,Action,Writing session,,Calibration,,,,2019-05-21 22:23:08 +0000,60m,0,,
8.1.3.4,Action,Writing session,,Calibration,,,,2019-05-20 07:00:00 +0000,300m,0,,
8.1.3.5,Action,Writing session,,Calibration,,,,2019-05-20 03:47:27 +0000,180m,0,,
8.1.3.6,Action,Writing session,,Calibration,,,,2019-05-19 06:49:04 +0000,90m,0,,
8.1.3.7,Action,Writing session,,Calibration,,,,2019-05-17 21:12:25 +0000,90m,0,,
8.1.3.8,Action,Writing session,,Calibration,,,,2019-05-16 06:27:36 +0000,90m,0,,
8.1.3.9,Action,Writing session,,Calibration,,,,2019-05-10 07:00:00 +0000,30m,0,,
8.1.3.10,Action,Writing session,,Calibration,,,,2019-05-07 03:22:45 +0000,120m,0,,
8.1.3.11,Action,Writing session,,Calibration,,,,2019-05-05 20:49:25 +0000,30m,0,,
8.1.3.12,Action,Writing session,,Calibration,,,,2019-04-30 04:47:54 +0000,60m,0,,
8.1.3.13,Action,Writing Session,,Calibration,,,2019-07-27 00:00:00 +0000,2019-07-27 05:27:39 +0000,180m,0,R1234567,
8.1.4,Action,Discussions,,Calibration,,,,,1800m,0,,
8.1.4.1,Action,Chat with Tengyu,,Calibration,,,,2019-08-22 23:49:11 +0000,90m,0,,
8.1.4.2,Action,Chat with Tengyu,,Calibration,,,,2019-08-15 07:00:00 +0000,90m,0,,
8.1.4.3,Action,Chat with Tengyu,,Calibration,,,,2019-08-06 23:07:32 +0000,150m,0,,
8.1.4.4,Action,Chat with Steve,,Calibration,,,,2019-07-30 21:20:41 +0000,80m,0,,
8.1.4.5,Action,Chat with Steve,,Calibration,,,,2019-07-25 06:37:10 +0000,80m,0,,
8.1.4.6,Action,Chat with Steve,,Calibration,,,,2019-07-17 21:07:18 +0000,90m,0,,
8.1.4.7,Action,Chat with Steve,,Calibration,,,2019-07-10 00:00:00 +0000,2019-07-09 23:15:17 +0000,60m,0,,
8.1.4.8,Action,Chat with Steve,,Calibration,,,,2019-07-04 04:09:32 +0000,60m,0,,
8.1.4.9,Action,Chat with Steve,,Calibration,,,,2019-06-24 23:52:05 +0000,70m,0,,
8.1.4.10,Action,Chat with Stefano,,Calibration,,,,2019-06-19 22:50:42 +0000,60m,0,,
8.1.4.11,Action,Chat with Steve,,Calibration,,,,2019-06-04 21:53:38 +0000,60m,0,,
8.1.4.12,Action,Chat with Stefano,,Calibration,,,,2019-05-20 07:00:00 +0000,120m,0,,
8.1.4.13,Action,Chat with Stefano,,Calibration,,,,2019-05-16 02:59:15 +0000,30m,0,,
8.1.4.14,Action,Chat with Stefano,,Calibration,,,,2019-05-08 21:08:50 +0000,120m,0,,
8.1.4.15,Action,Chat with Stefano,,Calibration,,,,2019-04-30 07:00:00 +0000,60m,0,,
8.1.4.16,Action,Chat with Stefano,,Calibration,,,,2019-04-25 22:18:03 +0000,60m,0,,
8.1.4.17,Action,Chat with Stefano,,Calibration,,,,2019-04-12 23:36:09 +0000,30m,0,,
8.1.4.18,Action,Chat with Yang,,Calibration,,,,2019-04-12 00:24:53 +0000,30m,0,,
8.1.4.19,Action,Chat with Ali,,Calibration,,,,2019-04-12 00:24:43 +0000,60m,0,,
8.1.4.20,Action,Discussion with Yang,,Calibration,,,,2019-04-11 01:03:18 +0000,60m,0,,
8.1.4.21,Action,Discussion with Ali and Laetitia,,Calibration,,,,2019-04-05 22:17:54 +0000,60m,0,,
8.1.4.22,Action,Discussion with Chris,,Calibration,,,,2019-04-03 23:27:20 +0000,60m,0,,
8.1.4.23,Action,Chat with Yang,,Calibration,,,,2019-03-29 22:03:59 +0000,60m,0,,
8.1.4.24,Action,Discussion with Yang,,Calibration,,,,2019-03-27 20:53:03 +0000,60m,0,,
8.1.4.25,Action,Discussion with Micheal,,Calibration,,,,2019-03-14 23:58:12 +0000,90m,0,,
8.1.5,Action,Brainstorms,,Calibration,,,,,2400m,0,,
8.1.5.1,Action,Thinking session,,Calibration,,,,2019-06-17 21:49:50 +0000,120m,0,,
8.1.5.2,Action,Thinking session,,Calibration,,,,2019-05-12 07:00:00 +0000,120m,0,,
8.1.5.3,Action,Thinking session,,Calibration,,,,2019-05-05 07:00:00 +0000,120m,0,,
8.1.5.4,Action,Thinking session,,Calibration,,,,2019-05-03 07:00:00 +0000,90m,0,,
8.1.5.5,Action,Thinking session,,Calibration,,,,2019-05-02 05:52:08 +0000,120m,0,,
8.1.5.6,Action,Thinking Session,,Calibration,,,2019-03-26 06:00:00 +0000,2019-03-25 23:48:58 +0000,90m,0,,
8.1.5.7,Action,Thinking Session,,Calibration,,,2019-03-28 06:00:00 +0000,2019-03-28 05:27:46 +0000,30m,0,,
8.1.5.8,Action,Thinking Session,,Calibration,,,2019-03-30 06:00:00 +0000,2019-03-29 07:00:00 +0000,45m,0,,
8.1.5.9,Action,Thinking Session,,Calibration,,,2019-04-09 06:00:00 +0000,2019-04-07 06:18:08 +0000,90m,0,,
8.1.5.10,Action,Thinking Session,,Calibration,,,2019-04-16 00:00:00 +0000,2019-04-13 07:00:00 +0000,30m,0,,
8.1.5.11,Action,Thinking Session,,Calibration,,,2019-04-18 00:00:00 +0000,2019-04-15 03:27:41 +0000,90m,0,,
8.1.5.12,Action,Thinking Session,,Calibration,,,2019-04-18 06:00:00 +0000,2019-04-18 07:00:00 +0000,90m,0,,
8.1.5.13,Action,Thinking Session,,Calibration,,,2019-04-27 06:00:00 +0000,2019-04-28 04:44:25 +0000,60m,0,,
8.1.5.14,Action,Thinking Session,,Calibration,,,2019-04-30 06:00:00 +0000,2019-04-30 04:47:12 +0000,240m,0,,
8.1.5.15,Action,Thinking Session,,Calibration,,,2019-05-01 06:00:00 +0000,2019-04-30 23:19:23 +0000,120m,0,,
8.1.5.16,Action,Thinking Session,,Calibration,,,2019-05-02 06:00:00 +0000,2019-05-03 06:00:47 +0000,120m,0,,
8.1.5.17,Action,Thinking Session,,Calibration,,,2019-05-04 06:00:00 +0000,2019-05-03 23:32:11 +0000,120m,0,,
8.1.5.18,Action,Thinking Session,,Calibration,,,2019-05-07 06:00:00 +0000,2019-05-05 06:00:10 +0000,120m,0,,
8.1.5.19,Action,Thinking Session,,Calibration,,,2019-05-09 06:00:00 +0000,2019-05-07 21:01:28 +0000,60m,0,,
8.1.5.20,Action,Thinking Session,,Calibration,,,2019-05-10 06:00:00 +0000,2019-05-10 22:28:59 +0000,60m,0,,
8.1.5.21,Action,Thinking Session,,Calibration,,,2019-05-13 06:00:00 +0000,2019-05-12 06:22:12 +0000,60m,0,,
8.1.5.22,Action,Thinking Session,,Calibration,,,2019-05-18 06:00:00 +0000,2019-05-14 07:00:00 +0000,30m,0,,
8.1.5.23,Action,Thinking Session,,Calibration,,,2019-05-21 06:00:00 +0000,2019-05-21 22:22:57 +0000,180m,0,,
8.1.5.24,Action,Thinking Session,,Calibration,,,2019-06-04 00:00:00 +0000,2019-06-07 03:07:30 +0000,60m,0,,
8.1.5.25,Action,Thinking Session,,Calibration,,,2019-06-08 00:00:00 +0000,2019-06-08 04:56:51 +0000,60m,0,,
8.1.5.26,Action,Thinking Session,,Calibration,,,2019-06-11 00:00:00 +0000,2019-06-15 04:23:38 +0000,60m,0,,
8.1.5.27,Action,Thinking Session,,Calibration,,,2019-06-18 00:00:00 +0000,2019-06-16 07:00:00 +0000,120m,0,,
8.1.5.28,Action,Thinking Session,,Calibration,,,2019-06-20 00:00:00 +0000,2019-06-18 22:05:24 +0000,90m,0,,
8.1.5.29,Action,Thinking Session,,Calibration,,,2019-06-22 00:00:00 +0000,2019-06-21 00:04:43 +0000,60m,0,,
8.1.5.30,Action,Thinking Session,,Calibration,,,2019-06-25 00:00:00 +0000,2019-06-24 23:52:33 +0000,45m,0,,
8.1.5.31,Action,Thinking Session,,Calibration,,,2019-06-27 00:00:00 +0000,2019-06-27 03:47:08 +0000,60m,0,,
8.1.5.32,Action,Thinking Session,,Calibration,,,2019-07-02 00:00:00 +0000,2019-07-02 04:18:43 +0000,90m,0,,
8.1.5.33,Action,Thinking Session,,Calibration,,,2019-07-04 00:00:00 +0000,2019-07-15 21:36:47 +0000,90m,0,R1234567,
8.1.5.34,Action,Thinking Session,,Calibration,,,2019-07-17 00:00:00 +0000,2019-07-18 01:51:49 +0000,80m,0,R1234567,
8.1.5.35,Action,Thinking Session,,Calibration,,,2019-07-19 00:00:00 +0000,2019-07-18 20:16:08 +0000,210m,0,R1234567,
8.1.5.36,Action,Thinking Session,,Calibration,,,2019-07-20 00:00:00 +0000,2019-07-21 06:15:00 +0000,90m,0,R1234567,
8.1.5.37,Action,Thinking Session,,Calibration,,,2019-07-22 00:00:00 +0000,2019-07-22 22:59:11 +0000,60m,0,R1234567,
8.1.5.38,Action,Thinking Session,,Calibration,,,2019-07-24 00:00:00 +0000,2019-07-24 04:41:36 +0000,60m,0,R1234567,
8.1.5.39,Action,Thinking Session,,Calibration,,,2019-07-25 00:00:00 +0000,2019-07-25 02:44:40 +0000,60m,0,R1234567,
8.1.5.40,Action,Thinking Session,,Calibration,,,2019-07-26 00:00:00 +0000,2019-07-25 22:49:49 +0000,60m,0,R1234567,
8.1.5.41,Action,Thinking Session,,Calibration,,,2019-07-28 00:00:00 +0000,2019-07-27 23:07:38 +0000,90m,0,R1234567,
8.1.5.42,Action,Thinking Session,,Calibration,,,2019-07-29 00:00:00 +0000,2019-07-28 07:00:00 +0000,90m,0,R1234567,
8.1.5.43,Action,Thinking Session,,Calibration,,,2019-07-30 00:00:00 +0000,2019-08-03 00:16:55 +0000,30m,0,R1234567,
8.1.5.44,Action,Thinking Session,,Calibration,,,2019-08-04 00:00:00 +0000,2019-08-04 06:33:37 +0000,90m,0,R1234567,
8.1.5.45,Action,Thinking Session,,Calibration,,,2019-08-05 00:00:00 +0000,2019-08-05 02:28:49 +0000,45m,0,R1234567,
8.1.5.46,Action,Thinking Session,,Calibration,,,2019-08-06 00:00:00 +0000,2019-08-06 02:31:37 +0000,120m,0,R1234567,
8.1.5.47,Action,Thinking Session,,Calibration,,,2019-08-08 00:00:00 +0000,2019-08-09 22:56:29 +0000,60m,0,R1234567,
8.1.5.48,Action,Thinking Session,,Calibration,,,2019-08-11 00:00:00 +0000,2019-08-11 00:12:59 +0000,90m,0,R1234567,
8.1.5.49,Action,Thinking Session,,Calibration,,,2019-08-12 00:00:00 +0000,2019-08-12 05:02:30 +0000,45m,0,R1234567,
8.1.5.50,Action,Thinking Session,,Calibration,,,2019-08-13 00:00:00 +0000,2019-08-13 06:33:55 +0000,30m,0,R1234567,
8.1.5.51,Action,Thinking Session,,Calibration,,,2019-08-14 00:00:00 +0000,2019-08-14 07:00:00 +0000,90m,0,R1234567,
8.2,Action,Calibration for RL,,Calibration,,,,,3000m,0,,
8.2.1,Action,Brainstorms,,Calibration,,,,,,0,,
8.2.2,Action,Discussion,,Calibration,,,,,,0,,
8.2.2.1,Action,Chat with Laetitia,,Calibration,,,,2019-04-13 21:06:20 +0000,60m,0,,
8.2.2.2,Action,Chat with Laetitia,,Calibration,,,,2019-03-29 00:21:17 +0000,60m,0,,
9,Project,Secondary Projects,active,,,,,,9000m,0,Plan: spend 70h Jul and Aug,
9.1,Action,Idea Chats,,Secondary Projects,,,,,3000m,0,,
9.1.1,Action,Chat with Fang Kuan,,Secondary Projects,,,,2019-08-15 07:00:00 +0000,60m,0,,
9.1.2,Action,Chat with Nate,,Secondary Projects,,,,2019-08-09 22:53:18 +0000,45m,0,,
9.1.3,Action,Chat with Daniel,,Secondary Projects,,,,2019-07-22 22:58:28 +0000,30m,0,,
9.1.4,Action,Chat with Rachael,,Secondary Projects,,,,2019-07-22 22:58:10 +0000,60m,0,,
9.1.5,Action,Chat with Yang,,Secondary Projects,,,,2019-07-18 06:14:24 +0000,30m,0,,
9.1.6,Action,Chat with Alice,,Secondary Projects,,,,2019-07-16 18:08:55 +0000,45m,0,,
9.1.7,Action,Chat with Ananya,,Secondary Projects,,,,2019-06-28 23:54:56 +0000,60m,0,,
